n_nodes,n_clusters,pure_nodes_number,eps,seed,method,matrix,error
1000,3,3,0.15,2,bootstrap_SPA,Theta,0.090737911038
1000,3,3,0.15,2,bootstrap_SPA,B,0.102353547471
1000,3,3,0.15,3,Geo_NMF,Theta,0.111203448456
1000,3,3,0.15,3,Geo_NMF,B,0.374324577536
1000,3,3,0.15,3,basic_SPA,Theta,0.126861022447
1000,3,3,0.15,3,basic_SPA,B,0.239618561491
1000,3,3,0.15,3,bootstrap_SPA,Theta,0.0905388999807
1000,3,3,0.15,3,bootstrap_SPA,B,0.0865243489711
1000,3,3,0.15,4,Geo_NMF,Theta,0.108772208236
1000,3,3,0.15,4,Geo_NMF,B,0.378474229511
1000,3,3,0.15,4,basic_SPA,Theta,0.126475681545
1000,3,3,0.15,4,basic_SPA,B,0.224321505406
1000,3,3,0.15,4,bootstrap_SPA,Theta,0.0954795480482
1000,3,3,0.15,4,bootstrap_SPA,B,0.105966045938
1000,3,3,0.15,5,Geo_NMF,Theta,0.111571492961
1000,3,3,0.15,5,Geo_NMF,B,0.380269547503
1000,3,3,0.15,5,basic_SPA,Theta,0.112520145417
1000,3,3,0.15,5,basic_SPA,B,0.260974999683
1000,3,3,0.15,5,bootstrap_SPA,Theta,0.0925091011419
1000,3,3,0.15,5,bootstrap_SPA,B,0.131394799073
1000,3,3,0.15,6,Geo_NMF,Theta,0.12944831589
1000,3,3,0.15,6,Geo_NMF,B,0.380063123678
1000,3,3,0.15,6,basic_SPA,Theta,0.127903194807
1000,3,3,0.15,6,basic_SPA,B,0.224300670913
1000,3,3,0.15,6,bootstrap_SPA,Theta,0.0998816703826
1000,3,3,0.15,6,bootstrap_SPA,B,0.104254782522
1000,3,3,0.15,7,Geo_NMF,Theta,0.10127621215
1000,3,3,0.15,7,Geo_NMF,B,0.381472028063
1000,3,3,0.15,7,basic_SPA,Theta,0.121553627697
1000,3,3,0.15,7,basic_SPA,B,0.230094778509
1000,3,3,0.15,7,bootstrap_SPA,Theta,0.0841359483714
1000,3,3,0.15,7,bootstrap_SPA,B,0.101628608464
1000,3,3,0.15,8,Geo_NMF,Theta,0.111332546963
1000,3,3,0.15,8,Geo_NMF,B,0.372998862666
1000,3,3,0.15,8,basic_SPA,Theta,0.128178439745
1000,3,3,0.15,8,basic_SPA,B,0.253620947011
1000,3,3,0.15,8,bootstrap_SPA,Theta,0.097199464811
1000,3,3,0.15,8,bootstrap_SPA,B,0.0827442242886
1000,3,3,0.15,9,Geo_NMF,Theta,0.112642712495
1000,3,3,0.15,9,Geo_NMF,B,0.378978877041
1000,3,3,0.15,9,basic_SPA,Theta,0.138778849547
1000,3,3,0.15,9,basic_SPA,B,0.266540863014
1000,3,3,0.15,9,bootstrap_SPA,Theta,0.096149479494
1000,3,3,0.15,9,bootstrap_SPA,B,0.102754924727
1000,3,3,0.2,0,Geo_NMF,Theta,0.117739093615
1000,3,3,0.2,0,Geo_NMF,B,0.498642331323
1000,3,3,0.2,0,basic_SPA,Theta,0.130302108552
1000,3,3,0.2,0,basic_SPA,B,0.262288664562
1000,3,3,0.2,0,bootstrap_SPA,Theta,0.100149337628
1000,3,3,0.2,0,bootstrap_SPA,B,0.0970573746803
1000,3,3,0.2,1,Geo_NMF,Theta,0.145321746092
1000,3,3,0.2,1,Geo_NMF,B,0.499654785778
1000,3,3,0.2,1,basic_SPA,Theta,0.151753552403
1000,3,3,0.2,1,basic_SPA,B,0.286471382289
1000,3,3,0.2,1,bootstrap_SPA,Theta,0.101356659229
1000,3,3,0.2,1,bootstrap_SPA,B,0.0996362933
1000,3,3,0.2,2,Geo_NMF,Theta,0.151572655146
1000,3,3,0.2,2,Geo_NMF,B,0.498236806328
1000,3,3,0.2,2,basic_SPA,Theta,0.139994765033
1000,3,3,0.2,2,basic_SPA,B,0.213311864656
1000,3,3,0.2,2,bootstrap_SPA,Theta,0.104641071618
1000,3,3,0.2,2,bootstrap_SPA,B,0.115104770426
