n_nodes,n_clusters,pure_nodes_number,eps,seed,method,matrix,error
1000,3,3,0.4,3,basic_SPA,Theta,0.819003602532
1000,3,3,0.4,3,basic_SPA,B,1.2407026795
1000,3,3,0.4,3,bootstrap_SPA,Theta,0.89014875989
1000,3,3,0.4,3,bootstrap_SPA,B,0.828950788721
1000,3,3,0.4,4,Geo_NMF,Theta,1.00524839929
1000,3,3,0.4,4,Geo_NMF,B,1.12736472273
1000,3,3,0.4,4,basic_SPA,Theta,0.849694214282
1000,3,3,0.4,4,basic_SPA,B,1.25091603199
1000,3,3,0.4,4,bootstrap_SPA,Theta,0.907173256577
1000,3,3,0.4,4,bootstrap_SPA,B,0.847541139579
1000,3,3,0.4,5,Geo_NMF,Theta,0.963820926749
1000,3,3,0.4,5,Geo_NMF,B,1.12731508598
1000,3,3,0.4,5,basic_SPA,Theta,0.839638443186
1000,3,3,0.4,5,basic_SPA,B,1.23200525673
1000,3,3,0.4,5,bootstrap_SPA,Theta,0.906812585789
1000,3,3,0.4,5,bootstrap_SPA,B,0.873784982005
1000,3,3,0.4,6,Geo_NMF,Theta,0.955841640221
1000,3,3,0.4,6,Geo_NMF,B,1.12672919881
1000,3,3,0.4,6,basic_SPA,Theta,0.811203223367
1000,3,3,0.4,6,basic_SPA,B,1.25716548802
1000,3,3,0.4,6,bootstrap_SPA,Theta,0.893659032314
1000,3,3,0.4,6,bootstrap_SPA,B,0.829154412321
1000,3,3,0.4,7,Geo_NMF,Theta,0.928278194143
1000,3,3,0.4,7,Geo_NMF,B,1.12756312985
1000,3,3,0.4,7,basic_SPA,Theta,0.837966408094
1000,3,3,0.4,7,basic_SPA,B,1.13384562997
1000,3,3,0.4,7,bootstrap_SPA,Theta,0.911919505325
1000,3,3,0.4,7,bootstrap_SPA,B,0.830547707229
1000,3,3,0.4,8,Geo_NMF,Theta,0.897399487154
1000,3,3,0.4,8,Geo_NMF,B,1.12614997386
1000,3,3,0.4,8,basic_SPA,Theta,0.806940529167
1000,3,3,0.4,8,basic_SPA,B,1.27033978951
1000,3,3,0.4,8,bootstrap_SPA,Theta,0.876488728573
1000,3,3,0.4,8,bootstrap_SPA,B,0.860451600428
1000,3,3,0.4,9,Geo_NMF,Theta,0.798992561174
1000,3,3,0.4,9,Geo_NMF,B,1.31113810999
1000,3,3,0.4,9,basic_SPA,Theta,0.795957651949
1000,3,3,0.4,9,basic_SPA,B,1.37685462439
1000,3,3,0.4,9,bootstrap_SPA,Theta,0.854258502367
1000,3,3,0.4,9,bootstrap_SPA,B,0.936418185637
